0.780187, 3.073813, 1.282370, -5.573092, 2.034936, 0.137537, 5.304782, 0.536830, 0.582261, 5.416020, -1.858832, 2.894711, -0.204025, 3.227798, -0.369834, 2.866683, 1
0.171632, 3.483129, 4.216060, -2.756556, -1.870692, -1.887651, 3.987733, 7.376815, 1.269813, -0.168276, 0.761028, -0.313118, -1.350324, 1.067206, -0.799034, 1.923003, 1
4.842484, -2.558278, 0.660563, 1.921714, -2.489350, 4.413692, -0.610874, 0.224195, 2.341596, 2.853736, -2.836934, 5.769412, -0.173406, -6.862677, 6.869840, 0.734002, 1
1.965087, -1.418597, -2.445873, 0.869778, -1.031521, 3.971408, 0.682492, 5.364615, 0.875755, 4.027709, -0.110896, 4.277143, -4.524757, 1.280543, 1.035168, -0.413629, 1
-3.848813, 8.292665, 1.596934, 0.621685, 5.086726, 3.715659, 5.972804, 2.233174, 0.646814, 2.553405, 3.523070, 2.052421, -2.281190, -0.505126, 2.475532, -1.097060, 1
-7.949053, -1.612962, 4.047069, 4.542888, 5.718545, 0.209534, -1.705896, 1.934503, 0.958041, 2.122718, 3.494609, 1.240570, 0.339704, -3.953181, -3.397923, 1.381915, 1
1.979405, 1.662700, -4.627868, -5.931144, 0.815914, 0.789761, -0.845552, -0.167644, 1.738795, 5.899106, 3.090932, 1.166979, -4.247931, 5.564435, 3.405026, 2.132298, 1
2.774789, -1.570695, -0.911984, -0.292436, -5.687795, -0.314835, 2.064311, 7.472934, -1.931422, -0.474779, -0.079333, -5.459942, 0.666617, 1.656415, -2.433063, -3.844186, 1
-6.495461, 0.530497, -3.688838, 3.438136, 5.103133, 0.912152, -4.240892, -0.499810, 0.255634, 2.396113, -5.318010, -0.264205, -3.252873, 4.558419, -4.980369, 4.616176, 1
1.311763, 1.118878, -1.447376, 3.750897, 0.995507, -1.040954, 5.003556, -2.962136, 1.231277, -0.113112, -1.403550, 1.090983, 0.404589, -2.353369, 0.787256, 1.486129, 1
4.093144, -3.344755, 4.637773, -6.644098, 3.311383, 0.166185, 0.158087, 2.922992, 2.877444, -2.476518, 0.766861, 4.120753, 1.570317, 4.309134, 0.930519, 0.751809, 1
-1.594856, 5.393905, 4.791226, -6.007550, 0.199087, 3.692779, -3.173581, -3.076797, -1.176806, 0.911620, -0.266894, 2.453261, 4.560420, -1.490000, -3.431973, -2.169277, 1
3.381680, 1.826524, 4.265445, -3.466325, 0.374152, -1.821974, 1.454680, -2.333810, 2.124612, 2.769294, 5.081218, 0.530787, 2.039096, 3.832179, 0.896399, 4.663239, 1
6.741057, 1.449740, 2.546615, -2.383690, -1.805898, 7.590264, 3.303218, 1.383409, 0.783590, -6.260545, 5.261399, 5.309587, 3.525880, -1.701895, -2.051149, 4.474563, 1
-3.431841, -0.339411, 5.657750, -3.849774, 4.024442, 1.057730, 0.045005, 4.832768, 2.723462, -0.914837, 4.124434, -4.422757, -0.146804, 2.758630, 4.251864, 0.787277, 1
