3.885683, -5.346026, -2.605028, -2.088350, -3.197456, -2.960772, -1.381500, 5.692009, 2.647207, -3.270939, 5.869337, 0.095589, 0.063873, 4.354855, 2.664799, -7.010136, 0.290020, 0.467491, -1.927114, 5.545984, 3.136106, 5.151382, 3.450855, 10.343714, 3.574526, -0.961250, 3.410259, 3.577024, 2.929531, 6.069326, 8.734636, 1.367014, 1
7.847626, 4.316092, 1.119547, 3.810921, -1.815447, 9.431654, -2.359480, -5.360036, 7.327906, 0.881029, -0.210331, 0.536066, -4.327204, -8.483844, -0.871496, -3.174976, 13.355547, -3.831776, -3.338375, 4.253605, 7.760715, 5.677568, 2.612221, 0.038057, -8.934455, -1.512726, -1.391802, -1.296946, 1.185802, -0.275866, 0.958912, 4.722237, 1
8.302586, -3.810232, -7.135705, 0.449728, 0.223774, 6.576750, -3.922783, 0.543928, 5.821018, 10.534521, 3.909573, 3.484650, 1.856527, 4.933475, 0.279953, 1.414410, -4.833246, -4.995182, 3.358183, -1.536572, -5.210983, 8.779230, 4.308922, -2.137848, 0.151340, 2.219650, -1.300499, -5.423526, 1.960686, -3.401663, -1.565765, 6.680349, 1
-0.479233, 5.145081, 8.457876, 12.020350, -5.393143, -0.582487, 4.330383, 6.293140, 3.851740, 3.348688, 2.192041, -0.567213, 8.557432, 1.992117, 0.513069, -4.165373, 3.806677, 0.656935, -1.558626, 0.124235, -0.434679, -0.940704, 4.198044, 9.503868, 3.732559, 6.319019, 10.812420, -1.444754, 6.054148, 5.208830, 0.945280, -8.664429, 1
3.736109, 3.795073, 2.359472, 2.647591, 9.003599, 6.206367, 4.281147, 0.878096, 0.860151, -4.289612, 1.110811, 3.114798, 4.354984, -4.138987, 6.506781, -0.692875, 0.678509, 2.269922, -5.349009, 1.259972, 5.188740, 4.957077, 3.863506, 3.324509, 1.460823, -5.515592, -5.429784, 2.698080, -3.678253, -2.148407, 8.272175, 1.422695, 1
0.628336, 0.344440, 1.300093, 0.836927, 1.527666, -3.073223, 1.590256, 5.750469, -2.583490, 0.201220, -5.818848, 2.195677, -1.096846, -3.604769, 2.475740, 2.968536, 4.056967, 1.610815, 0.259619, -3.148361, 0.645126, -4.406343, -1.060873, -0.975080, 0.423492, 7.437374, -7.169999, 4.689859, -6.624641, 2.415791, -2.188526, -9.691349, 1
2.984013, 2.357800, 0.996016, -0.304501, -8.789035, -0.615896, 4.419050, 6.930462, -3.304123, 0.367197, 0.537338, 0.698866, 8.214516, 1.744413, -2.583950, -3.296801, 0.507320, 0.216562, -0.814766, 0.725111, -0.189335, -2.957005, -2.692249, 5.205217, -4.751133, 1.543398, -4.090960, 0.244207, -3.220615, 3.413809, 0.385693, -2.436850, 1
-4.142694, -0.966597, -2.449572, -1.055265, -0.466370, 4.629339, 1.638866, 2.779638, 0.986593, -1.926168, 2.671537, 3.382431, -2.527880, 7.168819, 1.372072, 1.804924, 1.482246, 9.074593, -8.582133, 3.316240, 8.447622, 4.579163, 6.987885, 1.620659, -1.227978, 8.017786, 4.024338, 7.850965, -0.810806, 0.804277, 0.028769, -0.633791, 1
-0.468935, 4.024050, 7.844877, 0.187857, 1.291561, 1.230865, 2.272177, -2.100204, 5.922510, -0.325893, -7.168311, 0.218346, -2.884109, -5.573814, -4.266142, 2.280985, -3.404730, 7.242891, -3.700403, -4.226229, 3.110857, 4.906290, -2.630323, 4.363920, 3.118938, 9.590055, 6.937592, -4.053844, 7.802240, 6.289921, 0.884239, 2.083643, 1
6.481813, -1.360794, 5.406399, 1.453888, -0.959175, -0.698845, -0.158852, 4.444271, -2.489943, 9.226509, 5.365686, 2.169357, 1.266191, 0.053940, 3.606573, -6.831133, -4.449259, -5.995035, 5.641830, -1.381393, 8.183329, 6.203461, 5.434563, 5.080355, -4.334036, 1.251417, -3.344046, 0.005709, 9.003002, 0.636929, 0.209030, -4.304792, 1
4.936516, 5.849369, -3.794968, 6.883171, 6.293140, 1.351610, -5.856087, 5.212404, -3.732225, 5.381075, -2.097542, 4.753569, 7.458261, 1.915895, -0.221138, -1.336845, 6.809319, 3.787485, 1.318378, -1.454687, -4.280495, 0.196180, 1.622616, 0.075632, -1.410667, 3.629852, 8.876541, 5.191822, 0.444340, 6.909481, -2.138685, 2.077599, 1
-0.609747, 2.638693, -0.525526, 3.383553, 3.007223, 8.211817, 6.310173, 1.697514, -1.783731, 4.306969, 3.285076, -0.345139, 3.282862, -3.402651, -0.388124, -0.954105, -3.720179, -1.859579, 3.263474, 5.426205, 8.129019, 5.693701, -3.763092, -6.211433, 6.635572, 6.077070, 2.516882, 4.648993, -2.958488, -3.089790, -7.257306, 1.830564, 1
-0.046991, 5.262150, -4.689138, 6.353161, 6.380676, 2.683489, 2.295488, -5.720504, 0.975845, -2.966354, 4.979212, 5.216492, -3.112114, 2.769171, -0.941776, -5.148406, 3.644075, 3.019302, -0.974091, 7.213499, -7.462688, 9.468340, -0.246889, -3.010836, 5.436888, 1.222622, 0.642117, -0.502825, 2.163908, -4.858213, -5.559539, 2.829439, 1
2.730150, -4.441431, 3.002033, -8.611941, 4.200912, -3.368969, 0.894709, 3.139351, 2.877737, 2.652317, -0.368048, -3.624344, 6.837961, 1.536253, 2.612078, 2.629086, -0.742050, -10.694686, 6.034142, 2.967413, 1.158278, 1.973219, 1.313410, 5.933653, -10.318678, -6.084268, 0.739798, 1.399364, 2.133030, -1.730373, 3.322016, -5.103931, 1
5.768265, 8.836338, 1.087128, 1.430561, -6.949468, -3.581490, -0.371283, -7.134523, 2.036877, -5.320467, 0.466663, -0.683674, -0.935661, 5.287584, 2.079447, 6.355692, 3.550776, 0.549658, 4.934847, 7.510666, -1.839712, 1.239525, -4.820429, 3.086912, 5.286472, 4.580652, -1.665899, 1.067215, 2.200434, 3.193792, -1.766819, 2.424837, 1
5.327080, -0.440775, 1.370468, -6.692346, 1.772903, -3.498745, 11.154123, 4.847509, 9.276119, 0.209696, -1.557013, 0.438559, 2.240808, -6.878508, -7.043886, 0.181204, -2.884356, -5.725174, 3.159571, -4.212902, -1.080757, 2.512960, 0.611032, 1.705412, -0.353130, 3.777435, -0.171940, 3.534790, -1.860285, -1.390526, 1.576723, -1.249617, 1
4.636755, -1.305819, 0.530729, 5.602997, 1.201445, 0.513182, 6.648327, 5.132730, 6.385592, 5.195107, 0.516584, 9.194761, 1.989853, -5.154912, -5.918704, -3.178352, 0.845091, -3.833000, -10.982049, 5.925465, 0.205202, 0.593248, 2.408127, 9.924086, -1.820599, 3.696386, 0.600330, 4.003548, 2.722130, 8.311909, 3.020472, -3.429535, 1
10.305733, 0.120684, 8.461617, -2.883867, 1.888836, 0.217829, 1.175182, 9.226599, 2.036884, -2.305170, -1.612436, 5.130068, 2.276855, -4.913877, 1.272141, -1.001972, 6.552547, 6.171560, 6.900076, -1.379854, 1.029293, 1.570450, 0.217794, 9.015129, 4.362463, -0.098858, 2.153957, 1.159079, 0.176884, 2.877232, -2.848465, 4.644556, 1
0.844774, 4.014349, 3.738194, 2.092480, -3.919336, 1.032885, 3.554502, 2.842829, 11.299139, 5.566526, 0.960495, 2.522701, 1.869425, 9.258698, 2.151119, -2.642614, -1.697136, 2.406645, -4.394716, -2.254276, -0.958857, 2.796839, 4.323895, 6.158161, 4.344078, 3.774206, -3.540033, 2.684561, 2.481224, 1.401436, -3.379141, 4.323977, 1
3.099873, -0.487522, 3.346516, 10.159389, -1.591152, 9.616688, 0.541306, -0.563816, 3.874624, 0.395145, 4.083858, -9.137897, 2.203924, 2.516930, 4.476934, 8.456007, -2.508444, 6.439676, -1.838177, 2.696085, -0.340082, -0.186586, 4.740007, 5.859596, 0.228189, -2.835941, 0.351778, 3.403139, 6.076794, 3.317978, 2.706827, 8.826069, 1
3.104353, -0.480404, -4.718519, -7.288804, -0.772781, 3.352131, -5.604370, -4.205324, -1.333981, -5.791180, 0.567669, 1.993498, -1.464417, -1.875717, -6.540709, -9.269425, -2.069590, 1.535572, -0.737003, -0.799088, 2.808987, 3.017427, 9.099527, 6.293488, 3.193176, 5.035477, 0.178003, -2.899435, -2.601002, -2.555050, -0.058777, 1.493946, 1
4.873518, -3.640568, 0.579706, -0.746805, -5.794801, 2.393379, 4.158464, 0.267471, 2.298328, 4.206018, -1.362532, 1.094721, 1.171213, -1.367615, 8.877579, -0.788790, -3.980360, -3.970945, 0.498198, 12.398981, 1.395655, 2.243382, -2.677391, 0.677752, -0.374807, 10.173622, 10.555248, -2.543661, -1.396763, 0.696117, -2.474855, 7.206861, 1
6.499298, 2.395247, -4.238518, 1.921513, 3.311255, 0.044516, 1.626926, 6.193071, -1.270052, -0.180719, 1.676680, 1.249567, 3.160021, -1.730106, 10.042788, -5.472519, 0.053375, -7.738773, 7.236929, 1.358627, -4.669907, -2.815830, 0.221992, -1.912231, 1.057133, 4.229094, -2.430206, 0.713829, 4.959320, -4.640623, 0.530415, -1.181210, 1
3.893793, 2.263210, -3.528084, -4.573086, -1.993544, -0.773478, -2.130163, -1.403759, 3.052946, 0.461254, -5.515438, -1.818424, 6.938307, -1.304745, -1.461504, 2.182863, 1.654995, -3.096092, 1.799257, 5.414917, -7.744544, 3.209150, 2.205635, 0.528730, -1.761070, 14.604841, 5.603395, -8.412121, -1.552223, 2.694956, 4.059196, 1.350229, 1
1.295424, -6.019604, -1.661577, 0.337355, 9.828133, 6.460287, 8.476561, -4.893806, 4.260757, -2.423630, 3.032457, 0.181158, 1.994118, -4.282240, 0.339453, 5.759853, 10.708302, 1.109493, 1.176327, 5.445919, -1.544374, -3.289860, 3.817972, -5.914912, 2.886974, 5.024065, -0.845755, 7.970940, 5.081444, 3.796307, 2.735273, 2.053808, 1
-3.038914, -2.615906, -0.827799, -3.162874, 7.356565, 4.369194, -3.556824, 1.741106, -5.799080, 10.168873, -1.989866, -5.474212, 9.102591, 5.512249, 6.414835, 7.364943, 6.001549, -3.691956, 1.232502, -0.741693, -7.722810, -5.538054, -4.088442, -11.593353, 5.757772, -1.941261, 0.940403, 3.797676, 12.488798, 1.390551, -0.910469, 2.457516, 1
1.990257, -3.021717, -9.629510, 9.569092, -0.173397, 8.099596, -2.657795, 3.676331, -0.998695, 0.068298, 1.600767, 6.743824, -0.246582, 3.267336, -2.810305, 2.334633, 0.028708, 7.962042, 1.522095, -3.266378, 4.978737, 4.102604, -5.807039, 0.697254, 2.933046, -6.185804, -5.002596, 8.081352, 2.513327, 5.127373, -9.993749, -4.933622, 1
2.473196, 0.079906, 11.458040, 1.803112, -0.110806, -5.082556, -3.936565, 1.834442, -10.973239, 4.508259, -6.505962, 5.565353, 0.384821, 1.372974, 7.403545, -1.401365, 4.026056, 5.040600, -4.423864, -4.391907, 0.485706, 12.784315, 7.852646, 4.509977, 1.044436, 0.707563, 0.856663, 2.743561, 2.703861, 0.116417, 1.552507, 2.712942, 1
