0.536985, 0.841992, 1
0.178292, -0.371439, 0
-0.539011, -0.512064, 1
-0.536833, -0.399005, 1
0.469122, 0.624334, 0
-0.489594, 0.090881, 1
-0.062536, 0.899518, 1
0.293079, -0.618365, 1
0.009594, 0.150677, 0
0.411113, -0.800836, 1
0.121301, 0.973974, 1
0.028859, -0.341714, 1
0.286847, -0.723045, 1
-0.304913, 0.237328, 0
-0.702658, -0.174920, 1
0.131739, -0.239490, 1
0.426075, 0.513594, 0
-0.428206, 0.389336, 1
0.013670, -0.347677, 1
0.131797, 0.951134, 1
-0.448159, -0.575124, 1
-0.667231, 0.561435, 0
0.575553, 0.743882, 1
0.760599, -0.303147, 1
0.717856, -0.210542, 1
0.355139, 0.533821, 0
-0.003390, -0.358014, 1
-0.483223, 0.011052, 0
-0.131372, 0.942853, 1
-0.475354, 0.440422, 1
0.332189, -0.333437, 0
0.481338, -0.654141, 1
0.318887, -0.386864, 0
0.038012, -0.370238, 1
0.432163, -0.386436, 0
-0.626356, 0.192762, 1
0.310418, -0.908501, 1
0.625321, -0.021171, 0
0.307543, 0.436097, 1
-0.329474, 0.186857, 0
0.544215, 0.187303, 0
-0.802091, -0.587157, 1
0.130156, -0.277445, 1
0.389119, 0.334603, 1
-0.191796, -0.291994, 0
0.947739, 0.105197, 1
-0.421266, -0.014249, 0
0.203658, -0.090267, 1
-0.799898, 0.185878, 0
-0.835293, -0.117167, 1
0.261520, -0.164767, 1
-0.930310, -0.194265, 1
0.218577, 0.152691, 0
-0.009846, 0.071842, 1
0.615036, -0.620727, 1
-0.593554, -0.576760, 1
0.087279, -0.645815, 1
0.528437, 0.666013, 1
0.339935, 0.263396, 1
0.676909, -0.060750, 0
0.371999, -0.119432, 1
0.397525, -0.768847, 1
-0.692895, -0.340956, 1
0.066386, -0.623205, 0
0.464779, 0.088921, 1
-0.355606, -0.316644, 0
-0.758387, 0.634548, 1
-0.720111, 0.101100, 1
-0.484171, 0.808326, 1
-0.232887, 0.855764, 0
0.071722, -0.555978, 0
-0.204985, -0.556279, 0
0.324590, -0.356003, 0
0.622188, -0.624625, 1
-0.927608, -0.311426, 1
-0.247830, 0.537171, 1
0.777495, 0.396564, 1
0.031113, 0.975726, 1
0.875757, 0.044934, 1
-0.853966, -0.346801, 1
0.963972, -0.086853, 1
-0.491037, 0.035694, 0
0.357169, 0.303978, 1
0.479416, -0.318241, 0
-0.091413, 0.694983, 0
-0.608380, -0.019021, 1
-0.616443, 0.143791, 1
-0.481850, -0.838948, 1
-0.459645, -0.261323, 0
-0.819840, 0.571468, 1
-0.285596, -0.944083, 1
-0.383598, -0.148226, 0
-0.788437, -0.237563, 1
0.504973, -0.824465, 1
0.211229, 0.032753, 0
0.317914, -0.309355, 0
0.714511, 0.265890, 0
0.282135, 0.094470, 1
0.482289, 0.673755, 1
-0.182454, -0.406401, 0
0.332276, -0.792943, 1
-0.070630, -0.953320, 1
-0.737026, 0.545772, 0
-0.101546, -0.525463, 0
-0.691792, -0.596573, 1
0.016545, 0.735278, 0
-0.448054, -0.268944, 0
0.001167, -0.262170, 1
-0.481638, -0.716698, 1
0.866495, -0.225397, 1
