0.436301, 0.158121, -0.679803, -0.988559, -1.234493, -0.071470, 0.994025, -0.442958, 1
1.257699, -1.219180, 1.064655, -1.149686, -1.900833, 0.872276, -0.561286, -1.388477, 1
0.857554, -0.546486, -0.083841, -1.069756, -0.722774, -0.168975, -0.291266, -0.407160, 1
0.858987, -0.290044, 0.544923, 0.203791, -0.612401, -0.634224, -1.386250, 0.225083, 1
1.283727, -0.399438, 1.222108, -0.002933, 1.464041, 0.221638, 0.078483, 0.819853, 1
0.327515, 0.139859, -1.165588, -1.145082, -2.107421, -0.664166, -0.518388, -0.079552, 1
0.349501, 0.443013, 0.425008, -1.423528, -1.815676, 0.335372, -0.076736, -0.173488, 1
-0.003969, -0.116707, 0.460197, 0.301728, -0.399054, -2.085461, 0.009421, 0.896183, 1
1.391772, 0.687995, 0.050233, -0.860744, 0.771338, 1.059348, 1.054739, 1.323353, 1
1.234241, -0.159676, -2.352574, 0.192081, -0.653372, -0.988074, -1.711986, -0.009828, 1
0.561451, -0.392692, -0.325518, 0.081810, 0.461087, 0.349439, 0.652946, 1.104812, 1
0.069954, 0.677284, 0.858321, 0.389416, -0.283151, -0.605708, -0.079599, 0.812725, 1
2.425187, -1.416724, -0.604402, 1.882005, -0.909262, 0.190261, 0.490780, -0.822448, 1
1.056074, -0.404703, 1.246000, -0.444179, -0.956958, -0.151988, -0.706358, -0.814239, 1
1.179695, 0.423601, -0.251810, -1.512889, 0.731056, -0.803935, -0.145414, 0.206086, 1
0.888557, -0.636896, 0.450017, 1.567327, -1.199787, -0.025442, -0.587668, -0.961081, 1
1.427902, 0.395712, 0.529689, -0.104805, 1.106590, 0.311478, -0.561223, -0.078889, 1
-0.293287, -0.256613, 0.744721, -0.174371, 0.531079, 0.259942, -1.559790, -0.146742, 1
1.018558, -0.325497, 0.624605, 0.598915, 0.178709, 0.322488, -1.055570, -0.257652, 1
2.242193, 1.034903, -1.057242, 1.624097, 1.138556, -0.321566, 1.148108, 0.752042, 1
1.164179, 0.894880, 0.498720, -0.935551, 0.617720, -0.953507, -0.361970, -0.139094, 1
0.907233, 0.635917, 0.592917, -0.830267, 0.838621, 0.690150, 1.614678, -0.346862, 1
1.097880, 0.477929, 0.400203, 1.260916, 0.801542, -0.627795, -1.283369, -0.736918, 1
1.119184, -1.376202, -0.246868, -0.242738, 0.117813, -0.391193, 0.095707, -1.060851, 1
1.663072, 0.268353, -0.550660, -0.049545, -0.691647, -0.126055, -0.516003, 0.174747, 1
2.170913, -0.510931, 0.964825, -0.499321, 0.795246, -0.006005, 0.208596, 0.162760, 1
0.795812, 0.379675, 1.120550, -0.270806, 0.571100, 2.099905, 0.699398, -2.056640, 1
-0.124821, -0.715945, -0.350150, -0.507109, 0.442828, 0.165710, -0.902545, -0.792863, 1
0.720927, 0.230850, 0.758876, 0.394187, 0.333106, 0.267530, 0.422038, 1.623392, 1
0.927555, -1.612054, -0.250489, 0.289107, -0.619181, 0.514317, 0.450898, -0.317809, 1
1.766568, -0.606793, 0.208217, 0.039420, -0.089699, 0.361922, 1.631086, 0.799483, 1
0.495057, 1.352895, 0.525944, 0.096332, 0.087219, -1.050697, -0.231627, -0.633960, 1
0.237717, 0.315500, 0.226451, 0.345376, 1.493030, 1.132870, 0.934658, 0.375195, 1
-0.390769, -0.641631, -0.033736, -1.196054, -0.019625, -0.717530, 0.149763, -1.319804, 1
0.505026, -0.960549, -0.065363, -1.020748, -0.500625, 0.873897, 1.289789, 1.088823, 1
0.824139, 0.436676, -0.307646, 0.475840, 1.280123, 0.241153, 1.521423, 0.235399, 1
2.433056, -0.416807, 0.319311, -0.742308, 1.313164, 0.621011, -0.403848, -1.407238, 1
1.302104, -0.571827, 1.134590, 1.454074, -0.941428, 1.167454, -1.847595, -0.744177, 1
1.486686, -0.413343, -0.363571, -0.753383, 0.344653, 0.133675, 0.123875, 0.672248, 1
2.355211, -0.924648, -0.010008, -0.304652, 1.723908, -0.298209, 0.625331, 0.009050, 1
0.887119, 0.206777, -0.569291, -1.824748, -0.426393, 1.222863, 1.011429, 0.516065, 1
0.724748, 0.450202, -0.140924, 1.563618, 1.919603, -1.195009, 0.244902, 1.238335, 1
0.523127, 1.563031, 0.344672, -0.174201, -0.089809, 1.599296, -0.564160, 1.197400, 1
0.829570, -0.390696, -1.307108, 1.076743, -0.705435, -0.204798, 0.482397, -0.322583, 1
0.985627, 1.340990, 0.540237, -0.322112, 0.519513, 0.142551, -0.084863, -1.488432, 1
0.065302, -0.373198, 1.194060, 0.056023, -0.076811, 0.553393, -0.725188, -0.437968, 1
1.134816, -0.052412, 0.371638, 0.775704, -1.030510, -0.269149, -0.043066, -0.037518, 1
0.892196, -0.243606, -0.272285, -0.770011, 1.136845, -1.194297, 1.013056, -0.187941, 1
1.142069, 0.474016, 0.452277, 0.012081, 0.001307, -0.707536, -0.032853, -0.094024, 1
0.538872, -0.060338, -0.507612, 0.350513, 1.573623, -0.240739, -0.733773, -0.858794, 1
1.080860, -0.321366, 2.017063, -0.428146, -0.545846, -0.201728, -0.250258, -0.042609, 1
0.018499, -0.320322, 0.123153, -1.935193, 0.379709, -0.871851, -1.120345, 1.966510, 1
0.785426, 0.190615, -0.060738, 0.610180, 0.138932, 0.400152, -1.479131, 0.566394, 1
0.488301, -0.195419, -0.110250, -0.764248, 0.941729, -0.917257, -0.616670, 0.962542, 1
-0.976093, 0.117890, -0.374587, 1.262768, 0.922491, 1.115205, -0.297614, -0.193714, 1
-1.031020, 0.334799, -0.162591, -0.932782, -0.194113, 1.093042, -0.973956, -0.656394, 1
0.892878, -0.230974, -0.292570, -0.244966, -0.560700, -1.187152, -0.358441, -0.232591, 1
1.440946, -1.041160, 0.389704, -0.263539, 0.583601, -0.124432, -0.485141, -0.172482, 1
-0.447974, 0.140780, 0.473094, -0.136332, -0.192458, -0.706546, -0.172395, -0.764025, 1
