1.783516, -0.860184, 0.340335, -0.302644, 1
0.514614, 1.340426, 1.325103, 0.701507, 1
0.392327, -1.164852, 0.087585, 0.319331, 1
2.594735, 0.076222, -1.600446, -0.551040, 1
2.063400, 0.608024, -0.847189, 0.609051, 1
1.436033, -0.988680, 0.902608, 0.072150, 1
0.641835, 0.386408, -0.198316, 1.164558, 1
0.882067, 1.092712, 1.168967, 0.173596, 1
1.933847, -0.760320, 0.101217, -0.610969, 1
1.355564, 1.075919, -0.553928, 0.005833, 1
0.161715, 0.969482, -0.396082, -0.300152, 1
0.962609, -1.231621, 1.458094, -1.646162, 1
0.951311, 1.384738, -0.451993, 0.110884, 1
-0.007589, 0.818303, 0.401208, -0.011043, 1
0.997162, -0.083617, -0.681288, -0.247223, 1
2.273406, -0.530571, 0.374509, 0.015183, 1
0.471450, -0.202448, -1.826930, -0.301697, 1
1.387004, -0.471570, -0.025922, 0.361121, 1
1.350560, 0.411781, -0.258622, -2.372751, 1
1.021129, 0.316485, -0.848255, -1.274249, 1
0.013599, 0.607763, 2.020649, 0.285543, 1
0.397907, 1.640140, 0.536244, 0.276189, 1
0.855605, 0.657201, 1.216242, -0.202356, 1
0.944637, -1.050857, 1.375889, -1.133610, 1
0.073291, 0.651479, -0.115335, 1.354102, 1
0.675820, -0.308275, 0.434936, -1.203655, 1
2.486435, -0.455197, 1.360781, 0.063565, 1
-0.078655, 0.109036, -0.432391, -0.636300, 1
0.178118, 0.964868, 0.451095, 0.385403, 1
0.630931, -0.109540, 0.464481, -0.082541, 1
1.910831, -0.138068, 0.144061, -0.903112, 1
0.065716, -0.719157, 0.528514, 0.159720, 1
2.513851, -0.165416, -0.204605, -1.618499, 1
0.723759, -0.331148, -1.462996, -0.421428, 1
-0.045532, 0.454640, 0.576961, -0.147546, 1
1.625263, -1.593848, 0.548087, 0.136185, 1
1.515779, 0.863077, -0.965306, 0.630819, 1
2.721103, 0.198884, 0.663049, -1.236311, 1
0.885807, -1.136937, -0.060622, 0.065821, 1
1.308725, -0.644329, 0.159915, 1.514458, 1
0.868046, -0.880093, -0.993513, 1.889517, 1
2.004930, 0.553014, 0.269244, 1.646210, 1
-0.529036, -0.498752, -1.067081, -0.737156, 1
1.507668, -0.619655, 0.829077, -0.772014, 1
1.119974, -0.783953, 0.064226, -0.170268, 1
0.383688, 0.476417, -0.760386, -0.395597, 1
0.214840, 0.457147, 0.123215, 1.382429, 1
-0.430103, 0.425527, 0.090299, -0.823445, 1
1.465745, 0.531174, 0.882445, 0.715230, 1
0.908161, -0.376804, -0.233345, -0.192025, 1
1.250310, -0.155317, -0.133444, -0.561503, 1
1.810772, -1.066626, 0.636137, 0.446059, 1
0.974729, 0.388281, 1.450518, 0.005243, 1
0.876198, -0.752984, 0.385720, 0.806491, 1
1.559845, -0.631890, -0.023782, -0.941969, 1
1.785574, -0.486646, -0.780823, 0.452526, 1
-0.780684, -1.016068, -0.687748, -0.220495, 1
0.642324, 0.332291, -0.548340, -0.223560, 1
1.307937, -0.245914, 0.437796, 0.295495, 1
-0.233467, -1.266621, -0.447340, -0.410633, 1
0.540012, 0.934655, 0.591888, 0.993281, 1
1.164317, -0.155984, -0.315198, 0.400568, 1
0.923579, 0.145606, 1.572447, -0.055461, 1
1.276910, 0.475262, 0.711594, 0.597939, 1
-0.089351, 0.178407, -0.450427, -2.074151, 1
0.006840, -0.845577, -0.495940, 0.361141, 1
1.448019, 1.064366, -1.054761, -0.504251, 1
0.630444, 1.245257, -1.079677, 0.940784, 1
0.499124, -0.722855, -0.222168, -1.633039, 1
-0.137766, -0.189848, -0.240958, 0.664579, 1
0.978803, -0.279266, 0.497185, -0.623829, 1
