2.239610, -0.312841, -0.966085, -0.676552, -0.043339, -0.603875, -0.142685, -0.498754, 1
0.617479, 1.390344, 0.052841, 0.842543, 0.084671, -0.062441, -0.133530, -0.536356, 1
1.399680, 1.178374, 0.366060, 0.157871, -0.365584, -0.702727, 0.286281, 0.194584, 1
-0.181311, 0.702122, 1.062545, -0.163840, 0.295785, -0.607646, -0.008788, 0.265910, 1
0.713730, 0.834590, -0.784540, 0.049851, 1.407668, -0.317949, -0.133107, -0.034385, 1
1.679446, 0.975857, 0.422976, -0.396309, 1.373163, 0.414086, 2.006514, 0.635067, 1
-0.603219, -0.185252, 0.482383, -0.941030, 0.247133, -0.527488, 0.134460, 0.700617, 1
0.769158, 0.214888, -1.515893, 0.192312, -1.890148, 0.447023, 0.719980, -0.597964, 1
2.422870, 0.029122, 0.127019, 0.678530, 0.496115, 0.796734, -0.341729, -0.833396, 1
2.345829, 0.951910, -1.242834, -0.059149, 0.780009, -0.324820, 0.797208, 0.482566, 1
0.485461, 1.011752, -0.002439, 0.519289, 1.244322, -1.516402, -0.585258, -0.291069, 1
0.554466, 0.592792, 0.944207, -0.021356, 0.492178, 1.116911, 0.120164, 0.852373, 1
0.441842, -0.325587, -0.598507, 0.485152, 0.290928, 0.459538, 0.264702, -0.335468, 1
2.354741, 1.100605, 0.207979, 1.165694, -0.085617, -0.394743, -1.044596, 1.180969, 1
0.725038, 0.306978, -0.723955, 0.463735, 0.182654, 0.324080, -0.445054, -0.770810, 1
1.320175, -0.335706, 0.031753, 1.159082, 0.551579, -1.321157, 0.858196, 0.139253, 1
1.122011, -1.125794, 1.010669, -0.290464, -0.702713, -0.872205, -0.541464, -0.407345, 1
2.257804, 0.093919, -0.115593, -1.154507, -0.697442, -0.164155, -1.093826, -0.248634, 1
1.019952, 0.363469, -0.360741, 0.473829, 0.326727, 0.514181, -0.241753, -0.667820, 1
2.044180, -0.075373, 0.451898, 1.355524, -0.478248, -1.041473, 0.294134, 0.065638, 1
1.227834, -1.095843, 0.995217, 1.201624, -0.555385, 0.770338, 0.999897, 0.288626, 1
1.248405, 0.599953, 0.008422, -0.296554, -1.048080, -0.390768, -0.092056, -1.017243, 1
0.655061, -0.557501, -1.267401, -0.260081, 0.007384, -1.157257, 0.834752, 0.156122, 1
1.138520, 0.464026, 0.357056, 0.079164, 1.463718, 0.079323, 0.203980, -0.383840, 1
0.370367, -0.250426, 0.456309, 0.207082, -0.998194, 0.378881, 0.117888, -1.253645, 1
0.291173, 0.798521, 2.155321, -0.314139, -1.022706, -0.143035, 1.223994, -0.242358, 1
0.765610, 0.497839, 1.047942, -0.666306, 0.391270, 0.674186, 0.434637, 1.073809, 1
0.996502, 0.699773, 0.347138, -0.294446, 0.454170, -0.969885, -0.421799, 2.063883, 1
0.782446, 0.032360, 0.154671, -0.830244, -0.388781, 1.206355, -0.254800, -1.414480, 1
