6.628679, 1.512592, 2.138828, 5.317533, 8.247477, 1
1.998194, 8.114229, -1.243813, 5.172934, 5.266657, 1
5.363699, -1.841911, -3.857988, 5.475439, -10.819706, 1
-3.375696, 5.719275, 7.258402, 1.854069, -4.136955, 1
-2.241838, -2.420883, 2.299353, 1.450123, -0.590292, 1
-2.289988, 4.598265, 8.049208, 11.751558, 9.969912, 1
5.969118, 3.619513, 1.064404, -6.062075, 6.189440, 1
1.083385, 1.637222, 9.984594, 14.661661, -1.765816, 1
4.018089, 6.817430, 1.889990, -0.971567, 4.234156, 1
1.579828, 7.550867, 8.583479, 6.226603, 6.183062, 1
6.716841, 8.969984, 4.467079, 2.407740, 8.228567, 1
-8.409706, 5.043526, 0.217503, -1.555536, -6.627230, 1
8.580484, 12.592638, 3.962706, -5.002909, 10.117125, 1
-0.500525, 2.574724, 5.195089, -0.639242, 4.383944, 1
-9.540720, 1.281603, -5.450937, 0.802242, 11.198755, 1
3.023573, 7.444304, -4.457214, -6.614887, -15.224792, 1
1.883623, 2.253551, 0.175226, -4.157299, 3.753952, 1
7.801966, 0.581266, -12.473942, 5.467752, 0.316210, 1
0.669672, -3.514029, -0.362936, 1.356087, 7.612505, 1
4.370686, 4.173897, 3.910152, 1.060120, -0.850140, 1
-1.361465, -2.356005, 0.599146, -4.707478, 2.341566, 1
3.824343, 0.704233, -7.559317, -4.412163, 3.720171, 1
-1.051771, 3.788074, -1.704903, 0.053183, -0.611959, 1
4.489737, 10.795038, -7.467403, 4.515324, -4.932013, 1
-2.533300, -2.136190, -8.831635, 10.920763, 6.682772, 1
1.160398, -3.750553, 1.501169, 3.638411, 5.692621, 1
0.924925, -1.893312, -1.609112, -2.274229, -1.413271, 1
5.371023, -1.853575, -2.786076, 6.266764, -1.588303, 1
-6.280157, -4.311380, -9.115013, 4.205645, 11.727392, 1
0.153708, -7.568426, 0.496117, -3.452856, -11.065012, 1
-1.674255, 2.683376, 4.745609, -6.531773, 4.005442, 1
5.620436, -2.429379, 10.432333, -0.155954, 1.189734, 1
6.102789, -1.529188, 5.330656, -9.054995, -7.409414, 1
4.919905, -4.694162, -2.731052, 0.749931, -3.228514, 1
11.013590, -1.922960, 4.166241, 2.343195, 0.926567, 1
-0.946600, 3.247208, 7.635519, -1.563379, 5.392862, 1
2.935505, 2.907833, -1.364952, -1.020502, 2.549643, 1
10.697943, 3.488245, 1.731567, -5.690912, -1.623228, 1
8.230211, -3.817760, -0.684389, 3.938099, -2.918730, 1
-7.836506, -6.711216, -5.332565, -2.525282, -0.954126, 1
-7.830318, -11.297716, 5.683840, 8.787279, -0.706511, 1
3.562128, -7.792320, 8.797281, 12.209131, -1.973633, 1
3.187029, -3.534618, 2.682127, 8.141943, 7.642160, 1
8.425844, 0.689531, 3.661068, -3.375681, 7.408377, 1
1.320765, 6.271231, -2.878326, -4.903078, 0.803274, 1
2.199087, 2.712389, 4.942160, -2.981237, 6.987402, 1
8.400118, 5.969053, -3.795069, -9.100019, 0.733252, 1
-1.550457, 8.934095, 1.798561, -0.463408, 8.570059, 1
-1.721020, 2.668812, -3.478458, 1.601616, 6.705542, 1
8.653730, -2.784140, -1.317074, 5.813463, 2.460850, 1
0.817007, 1.609026, -5.687157, 3.063131, 14.565577, 1
2.210552, 9.750158, 2.586065, 5.785738, 11.351999, 1
2.846338, 5.558279, -0.494535, 14.887396, -0.321157, 1
