-1.366360, -2.135566, 2.653762, -1.393936, -0.052382, 1
3.354512, 1.063916, 2.813566, 1.604556, 2.474769, 1
4.703047, -0.446249, 1.557111, 0.428617, 1.850843, 1
3.031987, -2.249088, 4.850372, -1.752326, 0.783475, 1
4.506483, -0.643394, 3.030746, 0.169954, -2.194366, 1
2.761902, -0.934357, 2.603731, 0.558204, 2.821318, 1
-2.467422, -5.196357, 2.137586, 2.068728, 5.023537, 1
-2.975395, -1.505699, -2.937433, -3.659243, -0.503802, 1
-1.115492, -0.007355, 2.867870, 0.788174, 1.398039, 1
-2.663728, 3.489297, 5.696194, 0.545525, -0.123048, 1
3.973570, 0.327184, 1.899134, -0.038485, -2.912472, 1
1.791525, 1.947461, 1.020759, -3.677862, -3.820498, 1
2.641352, 0.115660, 5.968767, -2.750125, 3.953821, 1
-0.589169, 2.820577, -1.545531, -1.130876, -2.262465, 1
2.289507, -0.980145, -1.065848, -1.057985, 0.251446, 1
5.006168, 0.266090, -0.917651, -2.113448, -3.531014, 1
1.078072, -1.108916, 1.359192, -1.355069, -0.722454, 1
1.742334, 1.049989, -4.887429, -4.345108, 0.428478, 1
-2.247748, 5.037722, -0.078471, 0.758721, 3.215860, 1
0.779728, 1.460441, 3.590349, 0.035903, -1.141564, 1
-3.717481, -2.815827, -4.554064, 0.288626, 0.601196, 1
2.145526, 6.114304, -2.486072, -4.016693, 2.344081, 1
2.111197, -1.844093, -2.899775, -1.357283, -0.881755, 1
5.165751, -3.670577, -2.106415, 3.378940, 6.587410, 1
-1.822102, -2.391080, 1.811204, -3.131352, 0.856001, 1
-1.630455, -0.658826, 4.172791, 3.204321, -0.801974, 1
-2.299884, 0.194971, 0.986403, -1.577923, -0.869575, 1
0.038103, 3.481864, -4.164861, 2.566041, -0.822804, 1
1.597824, 1.755898, 0.370376, -2.592120, -4.022350, 1
-0.254650, -2.822991, 4.593117, -1.829885, -0.979362, 1
-2.659226, 3.657871, 0.620997, 1.604437, 3.276149, 1
1.646035, 1.025885, -2.758762, 2.567637, 0.045675, 1
0.477625, 1.039706, 4.542253, -0.127625, 2.114833, 1
0.602952, 0.938582, 1.217916, 1.207324, -1.640325, 1
0.367390, 5.842909, 2.012443, 0.715933, 3.791143, 1
3.488425, 2.358142, 0.552306, 1.970470, -0.312374, 1
2.501356, 5.747705, 2.776453, -0.870105, -0.598912, 1
