-1.287100, 1.224059, -5.702636, -0.026326, -1.613440, -1.560215, 4.159192, 1.838201, 0.644800, 4.771081, 2.204875, 0.202206, 1.534720, -1.116490, -2.432440, 1.171327, 1
3.570477, 3.362048, 3.379653, 1.104942, -0.628305, 1.842841, 0.676425, 1.239024, 5.075946, 1.169345, -0.378233, -1.501046, 0.403267, 2.867158, 0.291965, 4.321557, 1
4.364303, 0.613459, -0.309666, 0.589952, 2.776237, 0.906355, -1.860513, -4.443521, 3.190068, 7.003959, 1.496705, -5.767266, 3.835820, 1.795936, -2.430044, -0.427941, 1
0.696414, -3.505516, 0.287245, 8.264195, -0.388607, -0.016327, 4.772420, 2.002812, -0.622028, 0.248061, -2.707458, 2.650966, 1.941405, 0.451374, 1.204037, -1.877975, 1
-2.018943, -2.175520, 4.698255, -2.901946, -3.983334, 3.491996, 0.464651, 1.672585, 3.248965, 1.655793, 1.814563, 1.218750, 4.287892, 1.180162, 6.485881, 2.446515, 1
1.003390, 1.271234, 3.817649, 1.207973, 1.799352, -2.215674, 0.658418, -1.825160, 1.565755, -2.014404, 2.891032, 2.075810, 5.134063, 6.574450, -3.033361, 0.686308, 1
2.150199, 4.706141, 1.370213, -3.699716, 3.607490, 5.266133, 2.032678, 3.168378, -3.146617, 4.662177, 2.031371, 1.704926, 2.901875, 2.772521, 0.580838, -2.001897, 1
4.056432, 2.129249, 6.402696, -3.106333, -0.423503, 1.833589, -0.433183, -2.264652, 1.950953, 3.049933, -2.911148, 3.118644, 11.562657, 1.899112, 2.594815, -1.453706, 1
-0.413473, 2.244609, -0.908574, -5.014442, 4.593123, 2.657754, 0.652906, 8.909390, 0.424781, 1.424808, -1.835169, 0.631421, 5.032702, 1.081683, 2.299235, 5.528214, 1
10.383252, -1.158054, -3.641105, -6.827541, -1.163246, 2.363549, 5.551520, 6.126105, 2.675754, 3.763429, 0.792672, 2.310765, -0.007990, 0.950848, -2.319901, -2.756662, 1
2.437476, -0.965422, 2.856164, 1.887567, 0.304691, 1.921527, 3.763667, 3.392158, -1.089905, -2.418434, 2.439954, 0.192295, 0.651347, -6.266796, -0.546544, 4.886302, 1
-4.030726, 1.662946, 1.250409, 0.343097, -3.365209, -2.529927, 2.229163, 4.775798, 2.890815, -2.845391, 1.891236, 0.498475, -0.115499, 0.916233, -1.266283, 3.943725, 1
-1.416365, 2.041495, -1.885943, 0.860725, -0.297299, 0.304291, -3.082422, 5.115006, 6.726310, 0.366295, 0.140843, -2.990512, 5.336707, 1.778298, 9.571660, 2.359252, 1
4.203544, -1.008785, 4.372449, 2.326310, -2.049996, 2.858071, 0.909444, 2.088992, 2.465392, -3.219019, 3.328958, -0.582932, 2.576163, 0.589916, 2.815392, -2.455062, 1
-6.268616, 5.451972, 2.446347, -0.647364, -1.654458, 0.668050, -1.753490, 1.509097, 4.018046, 8.104819, 2.040635, -0.960182, -3.077925, 0.055271, 1.464694, -1.767852, 1
1.133107, -2.793403, 4.688628, -1.125442, -2.707901, 4.247657, 2.088899, 0.620234, 1.805333, 1.920821, 3.996312, 1.138493, 0.922179, -4.149268, 0.365155, 1.670774, 1
4.482675, 4.956336, -0.491533, 6.388732, 0.453011, -8.384881, -4.144626, 5.947476, -1.278300, -2.293027, 4.095342, -2.743669, -1.739454, -6.670472, 1.289515, 0.714771, 1
0.279992, 1.795993, -1.263917, 1.784436, 4.283492, 1.825068, 4.931724, 1.439008, 4.080777, -0.515962, 3.462152, -3.823286, 1.220707, 0.773019, -1.956364, 0.549283, 1
0.271997, 0.103630, 3.099599, 5.972247, -2.601334, 0.497612, -1.670586, 4.228953, 1.979690, 1.034833, 0.218693, -4.543855, -2.579371, 0.242316, 4.292638, 3.102174, 1
2.101474, 0.806475, 0.925267, 1.540301, 0.433374, -0.795964, -1.080779, 2.715831, 0.826124, -4.025192, 1.868310, -0.326252, 3.576362, 7.105578, -1.461925, -7.489781, 1
4.247731, -2.173335, -7.160583, -2.413838, 0.367854, 2.087291, -4.436824, 1.534417, 1.409104, 1.049671, 5.830298, -2.385380, -0.296912, -0.698216, -0.019799, 3.123076, 1
5.096152, 3.566018, 0.197560, 3.983001, 3.295634, 4.632545, 4.858510, -3.024165, 1.548959, -4.029632, -1.728502, 8.959357, 0.267809, 3.684712, -1.189162, 2.253398, 1
1.582650, 0.072128, 4.968057, -3.037176, 2.411155, 2.744475, -2.345711, 2.623223, -3.016157, -2.985318, -1.925065, 1.743964, -2.221765, 4.025220, -1.424904, 0.557601, 1
0.400901, -2.600189, 1.871303, -2.536405, 8.110690, 1.257132, -0.292587, 0.288831, -1.620311, -3.222282, -1.905174, 3.304200, 1.679173, 3.163821, 0.153272, 2.632979, 1
0.697627, 5.660157, 4.090945, 3.936685, 2.011256, -0.068974, -0.129103, 2.096118, 3.485127, 2.473027, 3.476912, 7.201726, -0.976652, 2.721738, -4.243311, 3.871161, 1
2.088069, 3.607949, -0.912156, 4.993255, 4.113639, -3.799766, 7.540969, 7.674291, 1.434327, -2.215528, 6.638955, 4.845426, -3.415036, -3.069263, -2.132407, 4.693404, 1
-4.141257, 3.910439, -3.313517, 3.600150, -5.302546, -1.690703, 0.229016, -3.353346, 1.212857, 1.254477, 2.756997, -2.382244, 2.475450, -0.085054, -4.954625, 0.211063, 1
