1.519466, -0.246807, -0.559927, -0.711186, -0.853956, 0.539858, -0.296200, 0.107981, 0.625066, 1.173838, -0.204070, -0.254268, -0.352623, 0.167084, -1.434042, 0.273037, 1
0.728855, 0.076511, -0.365456, 0.651703, -0.029122, 0.033205, -0.399486, 0.510688, -0.725462, -0.519786, -0.129804, 0.712689, 0.717010, -0.306548, 0.771808, 0.079069, 1
1.091805, 0.415259, 0.567072, -0.916214, -0.778479, 0.236558, -0.382038, 0.640584, 0.064295, -0.859656, 0.331915, 0.363029, 1.911073, -0.490843, -0.127013, 0.221939, 1
-0.273542, -0.748609, 0.287021, 0.201876, 0.810990, 1.336514, 0.718117, -0.240001, 0.207637, -1.031558, -0.205826, 0.422885, -0.160254, 0.562057, 0.258620, 0.678804, 1
0.967008, 1.039129, 0.404743, 0.530586, 0.668944, -0.842201, -0.557445, 0.530973, -0.908823, -0.322642, -0.794837, -0.309561, -0.948620, -0.136091, -0.010331, -0.336491, 1
0.537192, -0.904719, -0.172724, 1.399105, -0.794985, 0.052832, 0.012439, 0.479409, 0.342676, -0.648353, -0.686139, 0.844258, -2.006156, 0.831614, -1.010996, 0.845989, 1
1.011353, 0.069037, -0.991483, -0.245906, 1.985935, 1.748548, -0.695629, -0.826095, 0.185385, 0.526408, -2.010941, -0.627670, -0.108292, -0.096884, 1.589556, -0.074363, 1
0.953299, 0.143161, -0.355958, -0.049947, 2.618248, 0.787629, -0.483426, -1.619804, -0.158673, 0.090522, -0.091104, -0.297560, -0.849396, 1.912423, 0.039782, -0.319487, 1
0.456520, -0.219771, -0.035946, 0.740216, 1.503183, -0.264256, -0.213204, 0.503804, 1.832133, 1.003798, 0.055907, -1.338954, 0.864008, 0.168835, 0.037034, 0.345618, 1
1.815553, 0.561970, -1.224171, 0.542851, -0.753234, -0.509309, 0.484468, 1.022115, 0.584751, -1.048009, -0.147442, 0.493925, -1.360199, -0.604876, 0.176359, -0.084211, 1
