0.21512,0.11765,0.17143,0.21649,0.26154,0.04167,0.17647,0.4,0.05714,0.05263,0.16667,0.20162,0.22343,0.2154,0.24535,0.20066,0.34813,0.19806,0.20531,0.20948,0.22908,0.19357,0.21813,0.2116,0.17663,0.14487,0.16723,0.13427,0.08811,0.19642,0.64264,0.1294,0.02259,0,0.70569,1,0.76657,0,0.13203,0.06896,0.34648,0.91347,0.55496,0,0.01707,0.18405,0.01378,0.23189,0.19514,0.01547,0.1875,0.23529,0.06829,0.21674,0.01315,0.24995,0.69023,0.10008,0.48156,0.11363,0.69025,0.21953,0.78047,0.41539,0.65969,0.48294,0.60438,0.77109,0.04467,0.8046,0.1359,0.09396,0.02154,0.0224,0.02609,0.08143,0.90393,0.08949,0.0752,0.20255,0.32092,0.31716,0.16609,0.22625,0.19153,0.21173,0.20269,0.42958,0.20591,0.14759,0.13895,0.30061,0.11904,0.12292,0.31982,0.43947,0.12574,0.34646,0.01067,0.11311,0.0965,0.52382,1
0.06555,0.01961,0.08571,0.02062,0.01538,0,0,0,0,0,0,0.03294,0.01274,0.05046,0,0,0,0.04989,0.04137,0.12425,0,0,0,0,0.04027,0.01588,0.0553,0.03156,0,0.04036,0.43515,0.0482,0.02259,0,0.54251,1,0.94176,0.06004,0.12631,0,0,0.91347,0.41691,0,0.00019,0.55951,0.0001,0.41225,0.01388,0.00015,0,0,0.00077,0.02075,0.00008,0.02251,0.9693,0.06549,0.75675,0.03684,0.96975,0.03077,0.96923,0.92645,1,0.58817,0.55696,0.93094,0.01212,0.86723,0.00687,0.02417,0,0,0.00289,0.03694,0.92626,0.04932,0.28347,1,0.02641,0.04574,0.06573,0.04331,0.03747,0.03934,0.02807,0.27442,0.01622,0.05272,0.01783,0.12582,0.0094,0.02931,0.8894,0.06043,0,0.33018,0,0,0.17805,0,1
0.05484,0.0098,0.11429,0.03093,0.01538,0,0,0,0.02857,0,125,0.04273,0.02494,0.04857,0.02774,0,0,0.02481,0.02742,0.02625,0.0244,0,0,0,0.05125,0.02879,0.05786,0.03494,0.19377,0.09598,0.36492,0.11528,0.02259,0,0.54251,1,0.94176,0,0.07459,0,0,0.91347,0.41691,0,0.00037,0.53988,0.00019,0.51278,0.02064,0.00024,0,0.02941,0.00215,0.03109,0.00015,0.00708,0.9786,0.08223,0.81777,0.02584,0.97874,0.07893,0.92107,0.8939,1,0.6752,0.59336,0.93094,0.11589,0.90113,0.00836,0.09088,0,0,0.0121,0.20419,0.86739,0.17199,0.58304,0.40786,0.04321,0.03961,0.04916,0.03375,0.02869,0.02966,0.01486,0.27229,0.01376,0.10958,0.01405,0.11283,0.02511,0.05292,0.78157,0.06324,0,0.14402,0,0,0.16888,0,1
0.21546,0.14706,0.2,0.16495,0.16923,0,0.29412,0.1,0.22857,0.10526,125,0.16344,0.17098,0.14075,0.14044,0.07276,0.19154,0.19379,0.20572,0.19296,0.20457,0.11152,0.13732,0.08783,0.17264,0.21486,0.17739,0.22656,0.23369,0.14049,0.61392,0.08823,0.21203,0,0.62274,0.98616,0.93421,0.07932,0.26055,0.07259,0.16574,0.91347,0.55398,0.26041,0.01309,0.46411,0.00682,0.3529,0.11833,0.01204,0.25,0.29412,0.06321,0.16519,0.00641,0.20018,0.66977,0.2846,0.47982,0.11434,0.66972,0.2526,0.7474,0.37984,1,0.48919,0.50612,0.5973,0.0675,0.77254,0.14207,0.16063,0.1228,0,0.03933,0.07436,0.82979,0.12469,0.0914,0.20652,0.44937,0.43577,0.23604,0.25945,0.20629,0.2271,0.34397,0.29755,0.27352,0.14746,0.24898,0.22222,0.18989,0.14269,0.6679,0.33096,0.17158,0.41296,0.01221,0.12861,0.10436,0.58111,0
0.16885,0.11765,0.2,0.16495,0.16923,0.08333,0.23529,0.2,0.2,0.05263,0.16667,0.15759,0.1709,0.15478,0.15655,0.09371,0.23477,0.1565,0.17839,0.16971,0.18161,0.06637,0.07843,0.10131,0.15438,0.16537,0.14724,0.15668,0.14302,0.15778,0.59966,0.10708,0.12505,0,0.69572,0.99366,0.93308,0,0.22098,0,0.30342,0.91347,0.50848,0.49264,0.0128,0.45307,0.00682,0.20268,0.12531,0.01151,0.25,0.29412,0.06046,0.16519,0.00641,0.19977,0.35256,0.21066,0.2299,0.2852,353,0.53085,0.46915,0.08884,0.62378,0.57338,0.50414,0.74596,0.18318,0.73581,0.15533,0.14188,0.18406,0.06558,0.05704,0.13276,0.82182,0.17122,0.20318,0.21514,0.43296,0.44579,0.17491,0.22144,0.17417,0.19347,0.23953,0.36495,0.27703,0.26758,0.16287,0.2446,191,0.18322,0.48602,0.35504,0.20443,0.31841,0.01887,0.14768,0.09993,0.61455,1
0.23354,0.17647,0.2,0.23711,0.27692,0.08333,0.23529,0.3,0.25714,0.05263,0.16667,0.22254,0.2463,0.22211,0.22333,0.12995,0.4693,0.22708,0.25227,0.24337,0.25798,0.12269,0.13684,0.23243,213,0.22228,0.20511,0.21336,0.1856,0.20451,0.7275,0.11402,0.13168,0,0.79728,0.99347,0.91994,0,0.23921,0,0.55094,0.91347,0.6212,0.51368,0.02935,0.3635,0.01753,0.15784,0.18842,0.02756,375,0.41176,0.1257,0.23735,0.01681,0.29153,0.34326,0.09424,0.23994,0.27389,0.3437,0.55712,0.44288,0.08135,0.60722,0.58276,0.50103,0.74184,0.18252,0.7489,0.20528,0.18624,0.18665,0.06472,0.06523,0.11849,0.84666,0.14749,0.15366,0.14928,0.57848,0.58605,0.23015,0.29641,0.23868,0.26676,0.30177,0.44215,0.34171,0.28002,0.19977,0.33114,0.22622,0.22169,0.44485,0.44024,0.19879,0.50797,0.0115,0.08904,0.16913,0.20048,1
0.12647,0.08824,0.14286,0.12371,0.13846,0,0.23529,0.2,0.05714,0.10526,0.08333,0.11842,0.12703,0.12674,0.12299,0.07695,0.23477,0.1173,0.12997,0.12895,0.13533,0.09193,0.08723,0.13113,0.11149,0.10498,0.1031,0.0945,0.08536,0.10923,0.60292,0.06389,0.31781,0,0.67159,1,0.94176,0,0.12631,0,0.34436,0.91347,0.58325,0.25975,0.0057,0.39233,0.00379,0.26461,0.09771,0.00541,0.1875,0.20588,0.03455,0.15945,0.00308,0.16961,0.64372,0.12902,0.49033,0.1102,0.64374,0.30765,0.69235,0.33151,1,0.64078,0.3745,0.59648,0.13837,0.69731,0.14298,0.16808,0.13118,0,0.04975,0.16226,0.80986,0.1965,0.18545,0.29857,0.30647,0.32448,0.13829,0.16094,0.12961,0.14358,0.21942,0.25862,0.38237,0.20839,0.13442,0.18769,0.23838,0.16052,0.54409,0.28099,0.21336,0.34033,0.01843,0.12707,0.11567,0.60353,1
0.13725,0.09804,0.17143,0.13402,0.13846,0,0.29412,0.2,0.05714,0.15789,0.08333,0.13047,0.1356,0.14069,0.13155,0.09443,0.19154,0.12609,0.13578,0.13868,0.14139,0.11757,0.10141,0.11356,0.12217,0.10891,0.11252,0.09671,0.09167,0.12259,0.57921,0.0818,0.47688,0,0.62216,1,0.94176,0,0.12631,0,0.27341,0.91347,0.61503,0.25887,0.00679,0.37454,0.00469,0.27513,0.10644,0.00643,0.1875,0.20588,0.03951,0.17569,0.00376,0.18197,0.6307,0.10282,0.48301,0.11303,0.63083,0.32199,0.67801,0.31421,1,0.63794,0.37609,0.58868,0.1392,0.6988,0.1696,0.17671,0.17564,0,0.05735,0.13897,0.75565,0.20999,0.16293,0.25789,0.30647,0.31222,0.14933,0.17558,0.14204,0.15692,0.23694,0.26584,0.40586,0.25313,0.16311,0.1835,0.25866,0.18866,0.5318,0.30077,0.30618,0.27293,0.03297,0.08115,0.10849,0.46417,0
0.16742,0.11765,0.2,0.16495,0.16923,0.04167,0.29412,0.2,0.08571,0.15789,125,0.16211,0.16591,0.17129,0.14858,0.10669,0.19154,0.15826,0.16246,0.16255,0.15729,0.14135,0.11292,0.11356,0.15438,0.14113,0.14415,0.12766,0.12862,0.15596,592,0.10752,323,0,0.65488,1,0.92877,0.05927,0.12631,0,0.26994,0.91347,0.60596,0.26021,0.01126,0.36012,0.00831,0.28002,0.13009,0.01039,0.25,0.26471,0.06059,0.22902,0.00641,0.21107,0.64186,0.21998,0.47974,0.11434,0.64246,0.29883,0.70117,0.33427,0.63137,0.53896,0.36948,0.59116,149,0.69264,0.18238,0.22942,0.18872,0.02629,0.07075,0.14958,0.77026,0.21076,0.14316,0.21514,0.30695,0.32919,0.18344,0.22048,0.17613,0.19436,0.28082,0.30243,0.46043,0.28226,0.18502,0.22691,0.30409,0.22253,0.53149,0.34189,0.29008,0.37302,0.02286,0.06922,0.0864,0.3822,0
0.19545,0.12745,0.25714,0.19588,0.18462,0,0.47059,0.2,0.14286,0.21053,0.16667,0.19148,0.20019,0.18601,0.17829,0.11824,0.19154,0.18438,0.18335,0.17208,0.1756,0.12903,0.12177,0.11356,0.18679,0.18599,0.17254,0.1666,0.15406,0.18145,0.6231,0.12152,515,0,0.64994,1,0.94176,0.0678,0.12631,0.0707,0.27391,0.91347,0.60944,0.26282,0.0173,0.34724,0.01351,0.2823,0.15326,0.01535,0.3125,0.32353,0.08731,0.28309,0.01007,0.25354,0.65302,317,0.48905,0.11071,0.65296,0.29067,0.70933,0.34728,1,0.4835,0.37488,0.59281,0.14066,0.69766,0.2031,0.18895,0.2267,0,0.06658,0.13995,0.81398,0.18037,0.13338,0.20772,0.31187,0.33698,0.22233,0.26264,0.21065,0.23203,0.27475,0.4059,0.43492,0.27093,0.18813,0.2893,0.29206,0.21995,0.5573,0.37066,0.36354,0.26185,0.0408,0.10469,0.0609,0.39833,0
