2.319729, 0.738810, 1
0.772659, 1.372220, 1
0.725875, -1.608446, 1
0.764961, 0.473966, 1
3.060785, 1.358688, 1
1.512464, 1.702645, 1
0.501913, 0.756242, 1
1.270979, -0.029638, 1
0.650159, 0.396984, 1
0.273951, 2.028669, 1
0.669991, 0.171189, 1
0.728997, 0.322921, 1
0.688611, -0.557394, 1
0.599681, -1.602214, 1
2.491388, 0.613808, 1
0.076849, 1.432425, 1
0.383829, 1.978950, 1
2.278580, 2.257251, 1
-1.174327, 0.091215, 1
2.639630, 1.398825, 1
1.206920, 1.689813, 1
2.553705, 2.338087, 1
0.367698, 2.211489, 1
0.045200, 1.107459, 1
0.971327, 0.335011, 1
-0.491894, 1.471764, 1
-0.958195, -1.502692, 1
1.067311, 2.051018, 1
-0.026028, 0.493621, 1
-0.488225, 2.335145, 1
1.601139, 1.639380, 1
0.885274, 1.422174, 1
1.232703, 0.394189, 1
1.355021, 0.057777, 1
-0.947967, 1.292499, 1
0.150873, 2.546676, 1
0.834513, 0.112280, 1
0.235262, 1.685962, 1
1.947715, 1.584978, 1
0.799478, 1.219211, 1
0.454093, 1.316309, 1
1.504009, 0.728400, 1
1.438839, 1.338972, 1
-0.003467, 0.777884, 1
2.549545, 0.207845, 1
0.862946, 0.166899, 1
-0.544641, 2.326434, 1
1.396879, 1.515598, 1
2.058538, 1.192195, 1
0.904797, -0.701781, 1
1.423710, 0.661635, 1
2.318453, 3.565740, 1
0.356148, 1.264050, 1
0.866557, -0.505112, 1
-0.688803, 1.742055, 1
0.519897, 2.590999, 1
-0.218892, 1.241631, 1
0.545015, 0.213429, 1
0.623122, 2.135118, 1
-1.588742, 2.172518, 1
1.606610, 0.326238, 1
1.542555, -0.386053, 1
0.171591, -0.564904, 1
0.944419, 1.719882, 1
1.408040, 0.874625, 1
1.066454, 0.402517, 1
2.526083, 0.128973, 1
-0.508831, 0.435931, 1
0.303772, 0.233114, 1
0.793602, 1.478580, 1
0.390026, 0.753193, 1
1.452461, 1.148794, 1
0.974987, 1.970870, 1
-0.094534, 2.257000, 1
0.323081, 1.109554, 1
1.346206, 0.595952, 1
2.052679, -0.184885, 1
0.864791, 1.258996, 1
-0.526830, -0.260927, 1
0.988927, -1.466955, 1
3.253251, 1.973444, 1
1.615496, 3.195347, 1
-0.506084, 1.043694, 1
1.450060, 0.394847, 1
2.200275, -0.103349, 1
-0.995677, -1.239738, 1
-0.414373, 1.759990, 1
0.946918, 1.343832, 1
1.449981, 0.853354, 1
-0.192848, 1.195489, 1
