-0.208645, 2.535638, 1.421878, 3.476861, 1.315728, -1.535930, 0.581110, 2.092481, -1.036416, -2.773952, -0.651283, -2.306215, 2.688081, 0.786428, 2.001567, 2.809560, 1
-2.791063, 2.723647, 2.553327, -0.004757, -2.360115, -0.746008, 4.859975, 0.849748, -1.548755, -1.067571, 0.402048, -0.441872, 1.039460, -1.591688, -0.353731, 1.084596, 1
0.118587, -0.151365, 4.818032, -2.405852, -0.096615, 3.980634, 0.868793, -1.362656, 0.361909, 1.667418, -1.376839, -0.925860, 2.156995, 0.497119, 1.948499, -1.035550, 1
-0.783268, -4.051578, -2.461648, 0.617669, 6.917012, 4.389323, 1.801085, 3.804250, 0.644751, 1.121986, 1.669124, -1.098512, 0.893226, 2.156613, 0.666895, 1.185450, 1
3.116025, 6.092513, 0.028976, 1.411981, 4.382306, 1.407619, 1.091181, 2.702939, -2.770904, -1.138348, 6.194648, -0.631378, -2.768470, 0.585567, 2.501109, 2.312089, 1
-0.819523, 9.801242, 0.116570, 0.070317, 2.988914, 1.706313, 0.916502, -1.139016, 4.552218, 0.533469, 1.224959, 3.064008, -0.716316, 2.036036, -3.506610, 5.286746, 1
0.214954, 0.947508, -3.531844, 0.526635, 6.206082, 0.307854, 1.762410, 4.910989, -4.989609, -1.800429, 2.317201, -1.626985, -0.415108, 4.851346, -2.093449, -0.743027, 1
-1.019898, -1.692171, 5.491229, 0.420022, 4.943013, 1.083588, 1.290007, 0.787705, 3.349486, 3.748401, 4.882874, 5.982656, -2.465347, 6.310557, 0.763173, -0.064483, 1
-2.002465, 2.395329, 3.881709, -2.433382, 3.424422, -0.478874, 1.318377, 3.984458, -2.392021, -2.206388, 0.974738, -8.216909, 2.023042, -1.589795, -2.172329, -3.893839, 1
-0.905017, -5.035048, 1.861417, 7.076270, 2.498973, -0.731421, 0.159085, -3.843132, -5.741529, -5.757446, 3.784677, 1.519290, -0.710219, 0.284724, 0.584190, 4.784709, 1
-0.799464, 1.828794, -0.403640, -0.600544, 5.028255, -3.217725, 0.335883, 1.205253, 0.168689, 5.128327, 0.595692, 0.333047, 2.943854, 3.138446, 5.399066, 1.050064, 1
2.630708, 3.806987, 3.349133, -4.500917, 2.649117, 2.916371, 4.393117, -7.976029, 2.360602, 3.384051, 4.097203, -2.547585, -0.352948, -8.994438, -0.678202, 1.271122, 1
0.868814, -0.273759, -0.071415, 2.149423, 3.028230, -4.424283, -1.099388, 2.613786, 0.636777, 2.314816, -1.439407, 1.113828, 2.425082, 0.874402, 1.785964, 1.483073, 1
0.539065, 1.127998, 0.425146, -3.439640, -4.035975, -0.896847, 6.751323, 0.126678, -0.072744, 6.426000, 4.339400, 0.720295, 5.680387, 1.913562, 2.072667, -0.248351, 1
-4.928630, 4.411948, -2.208088, -7.609432, 1.581008, 0.076447, 6.192996, 2.858401, -1.321163, -0.606318, 1.674987, 1.982617, 2.957114, -1.621622, -1.439756, -1.159143, 1
5.557965, 0.631764, 1.283139, 0.355687, 0.266766, 0.699380, 2.998189, 6.726598, -3.763252, -0.714427, -6.453546, 5.779811, 2.645129, 4.659074, -3.116845, -1.328327, 1
3.302663, -0.239018, -2.238603, 1.277713, -0.822232, 0.349552, 1.278665, 0.491897, 2.814004, 3.613544, -1.515762, 0.574530, -3.035599, 1.843160, 1.081678, -3.164810, 1
